2015,1,2,2
2015,1,0,2
2015,1,1,2
2015,1,0,3
2015,1,0,3
2015,1,3,4
2015,1,0,4
2015,1,1,4
2015,1,1,5
2015,1,2,5
2015,1,1,5
2015,1,0,5
2015,1,10,5
2015,1,2,5
2015,1,0,5
2015,1,0,5
2015,1,2,5
2015,1,0,5
2015,1,0,5
2015,1,6,5
2015,1,15,5
2015,1,0,5
2015,1,3,7
2015,1,0,7
2015,1,0,9
2015,1,0,9
2015,1,0,9
2015,1,5,9
2015,1,0,9
2015,1,1,9
2015,1,0,9
2015,1,0,9
2015,1,0,9
2015,1,0,9
2015,1,0,9
2015,1,0,9
2015,1,0,9
2015,1,0,9
2015,1,0,9
2015,1,0,9
2015,1,3,9
2015,1,0,9
2015,1,0,9
2015,1,0,9
2015,1,0,9
2015,1,204,13
2015,1,1,13
2015,1,0,13
2015,1,0,13
2015,1,0,13
2015,1,0,13
2015,1,0,13
2015,1,0,13
2015,1,0,13
2015,1,0,13
2015,1,0,13
2015,1,0,13
2015,1,0,13
2015,1,0,13
2015,2,0,1
2015,2,1,1
2015,2,1,2
2015,2,0,3
2015,2,0,3
2015,2,0,3
2015,2,0,4
2015,2,0,4
2015,2,0,5
2015,2,1,5
2015,2,1,5
2015,2,0,5
2015,2,0,5
2015,2,0,5
2015,2,1,5
2015,2,0,5
2015,2,0,7
2015,2,1,8
2015,2,0,9
2015,2,0,9
2015,2,1,9
2015,2,0,9
2015,2,0,9
2015,2,0,9
2015,2,0,9
2015,2,0,9
2015,2,0,9
2015,2,0,9
2015,2,1,9
2015,2,6,9
2015,2,0,9
2015,2,0,9
2015,2,0,13
2015,2,0,13
2015,2,0,13
2015,2,0,13
2015,2,0,13
2015,2,0,13
2015,3,0,1
2015,3,0,2
2015,3,2,2
2015,3,0,4
2015,3,0,4
2015,3,3,5
2015,3,50,5
2015,3,45,5
2015,3,1,5
2015,3,1,5
2015,3,1,5
2015,3,0,7
2015,3,0,7
2015,3,1,7
2015,3,20,9
2015,3,0,9
2015,3,0,9
2015,3,0,9
2015,3,0,9
2015,3,0,9
2015,3,0,9
2015,3,0,9
2015,3,0,11
2015,3,0,13
2015,3,0,13
2015,3,0,13
2015,3,0,13
2015,3,0,13
2015,3,0,13
2015,3,0,13
2015,4,0,2
2015,4,0,4
2015,4,0,5
2015,4,0,5
2015,4,1,5
2015,4,3,5
2015,4,0,5
2015,4,0,5
2015,4,15,5
2015,4,1,5
2015,4,30,7
2015,4,3,7
2015,4,228,9
2015,4,2,9
2015,4,0,9
2015,4,1,9
2015,4,1,9
2015,4,1,9
2015,4,2,10
2015,4,0,13
2015,4,0,13
2015,4,0,13
2015,4,0,13
2015,5,0,2
2015,5,0,2
2015,5,0,2
2015,5,1,2
2015,5,0,2
2015,5,0,2
2015,5,0,2
2015,5,0,2
2015,5,0,3
2015,5,0,3
2015,5,0,5
2015,5,2,5
2015,5,1,5
2015,5,10,5
2015,5,0,5
2015,5,20,5
2015,5,1,5
2015,5,0,5
2015,5,0,5
2015,5,1,5
2015,5,1,5
2015,5,1,5
2015,5,3,5
2015,5,5,5
2015,5,8,5
2015,5,0,5
2015,5,0,7
2015,5,0,7
2015,5,0,7
2015,5,2,7
2015,5,12,8
2015,5,1,9
2015,5,0,9
2015,5,1,9
2015,5,1,9
2015,5,10,9
2015,5,5,9
2015,5,10,9
2015,5,0,9
2015,5,0,9
2015,5,0,9
2015,5,0,9
2015,5,0,9
2015,5,0,9
2015,5,0,9
2015,5,0,11
2015,5,1,11
2015,5,0,13
2015,5,0,13
2015,5,0,13
2015,5,0,13
2015,5,0,13
2015,5,0,13
2015,5,0,13
2015,6,200,1
2015,6,0,2
2015,6,0,2
2015,6,3,2
2015,6,1,2
2015,6,0,2
2015,6,0,2
2015,6,1,3
2015,6,0,3
2015,6,1,4
2015,6,0,4
2015,6,1,4
2015,6,4,5
2015,6,1,5
2015,6,0,5
2015,6,5,5
2015,6,2,5
2015,6,0,5
2015,6,2,5
2015,6,7,5
2015,6,0,5
2015,6,2,5
2015,6,3,5
2015,6,3,5
2015,6,1,5
2015,6,0,5
2015,6,1,5
2015,6,20,5
2015,6,3,5
2015,6,0,5
2015,6,1,5
2015,6,1,5
2015,6,1,5
2015,6,1,5
2015,6,20,5
2015,6,1,5
2015,6,0,5
2015,6,0,5
2015,6,0,5
2015,6,0,5
2015,6,0,5
2015,6,4,7
2015,6,11,7
2015,6,4,7
2015,6,1,7
2015,6,0,7
2015,6,6,7
2015,6,1,7
2015,6,30,7
2015,6,0,7
2015,6,0,7
2015,6,0,8
2015,6,1,9
2015,6,1,9
2015,6,0,9
2015,6,1,9
2015,6,0,9
2015,6,0,9
2015,6,3,9
2015,6,0,9
2015,6,3,9
2015,6,0,13
2015,6,0,13
2015,6,0,13
2015,6,0,13
2015,6,0,13
2015,6,0,13
2015,6,0,13
2015,6,0,13
2015,7,26,2
2015,7,1,2
2015,7,0,2
2015,7,2,2
2015,7,0,2
2015,7,0,2
2015,7,0,2
2015,7,0,3
2015,7,0,4
2015,7,0,4
2015,7,0,4
2015,7,2,4
2015,7,2,5
2015,7,2,5
